timestamp,open,high,low,close,volume
2026-06-29 09:15:00,73800.0,73804.4,73798.88,73801.31,6386
2026-06-29 09:16:00,73801.31,73805.35,73798.29,73802.98,6014
2026-06-29 09:17:00,73802.98,73813.74,73800.1,73811.71,2608
2026-06-29 09:18:00,73811.71,73813.97,73808.2,73808.36,7251
2026-06-29 09:19:00,73808.36,73820.01,73806.86,73816.73,1676
2026-06-29 09:20:00,73816.73,73820.14,73815.68,73816.7,1109
2026-06-29 09:21:00,73816.7,73821.68,73814.89,73821.55,7647
2026-06-29 09:22:00,73821.55,73825.72,73819.48,73824.5,1265
2026-06-29 09:23:00,73824.5,73829.09,73823.48,73828.7,1327
2026-06-29 09:24:00,73828.7,73833.49,73827.91,73830.67,10811
2026-06-29 09:25:00,73830.67,73830.77,73820.83,73822.4,12446
2026-06-29 09:26:00,73822.4,73825.06,73812.79,73814.53,7409
2026-06-29 09:27:00,73814.53,73817.58,73812.76,73815.22,6454
2026-06-29 09:28:00,73815.22,73825.19,73810.04,73822.07,2506
2026-06-29 09:29:00,73822.07,73825.19,73814.6,73819.38,10182
2026-06-29 09:30:00,73819.38,73822.76,73810.56,73812.53,1707
2026-06-29 09:31:00,73812.53,73814.69,73808.76,73812.96,12808
2026-06-29 09:32:00,73812.96,73815.61,73806.49,73806.89,14087
2026-06-29 09:33:00,73806.89,73808.0,73799.15,73801.02,9745
2026-06-29 09:34:00,73801.02,73802.33,73797.38,73800.3,3077
2026-06-29 09:35:00,73800.3,73803.18,73797.7,73802.98,3581
2026-06-29 09:36:00,73802.98,73805.18,73796.62,73798.43,1428
2026-06-29 09:37:00,73798.43,73799.44,73796.2,73798.72,1452
2026-06-29 09:38:00,73798.72,73804.79,73795.6,73803.61,5913
2026-06-29 09:39:00,73803.61,73812.53,73801.8,73812.04,2036
2026-06-29 09:40:00,73812.04,73812.69,73810.46,73810.73,13995
2026-06-29 09:41:00,73810.73,73818.56,73809.84,73815.65,3016
2026-06-29 09:42:00,73815.65,73818.34,73808.53,73813.12,1398
2026-06-29 09:43:00,73813.12,73813.81,73812.73,73813.32,6623
2026-06-29 09:44:00,73813.32,73816.2,73806.4,73809.51,2268
2026-06-29 09:45:00,73809.51,73811.09,73808.59,73809.38,15662
2026-06-29 09:46:00,73809.38,73809.68,73805.64,73806.92,12464
2026-06-29 09:47:00,73806.92,73809.32,73805.94,73808.76,11625
2026-06-29 09:48:00,73808.76,73813.45,73807.94,73810.27,5981
2026-06-29 09:49:00,73810.27,73814.76,73807.05,73813.64,7556
2026-06-29 09:50:00,73813.64,73819.94,73812.79,73817.25,3538
2026-06-29 09:51:00,73817.25,73818.6,73811.02,73814.76,6476
