timestamp,open,high,low,close,volume
2026-06-01 03:45:00,22662.75,22684.15,22630.75,22634.25,26739981.0
2026-06-01 03:46:00,22633.9,22695.1,22633.9,22690.7,20734453.0
2026-06-01 03:47:00,22691.5,22694.0,22625.9,22629.8,16935665.0
2026-06-01 03:48:00,22630.3,22648.45,22623.25,22648.45,11722839.0
2026-06-01 03:49:00,22649.1,22656.5,22634.95,22640.0,11414713.0
2026-06-01 03:50:00,22641.1,22644.3,22600.3,22604.65,12094551.0
2026-06-01 03:51:00,22604.15,22619.75,22602.7,22614.6,14745587.0
2026-06-01 03:52:00,22614.75,22615.7,22589.3,22591.7,7402233.0
2026-06-01 03:53:00,22591.2,22599.8,22579.65,22580.05,6321527.0
2026-06-01 03:54:00,22579.35,22579.35,22559.6,22573.85,8283793.0
2026-06-01 03:55:00,22574.75,22582.5,22562.25,22563.05,10385651.0
2026-06-01 03:56:00,22562.15,22580.1,22560.85,22568.55,9892544.0
2026-06-01 03:57:00,22568.8,22572.55,22562.55,22567.15,7907363.0
2026-06-01 03:58:00,22565.05,22575.2,22548.05,22550.05,10382381.0
2026-06-01 03:59:00,22550.3,22551.95,22532.2,22533.45,10555041.0
2026-06-01 04:00:00,22533.2,22536.5,22502.5,22536.5,8473102.0
2026-06-01 04:01:00,22535.95,22541.8,22522.7,22525.5,6377947.0
2026-06-01 04:02:00,22525.55,22540.15,22521.4,22536.8,4850907.0
2026-06-01 04:03:00,22537.45,22539.2,22529.6,22530.4,5633340.0
2026-06-01 04:04:00,22529.2,22534.25,22504.15,22504.75,7727563.0
2026-06-01 04:05:00,22504.25,22504.25,22473.35,22473.9,6185354.0
2026-06-01 04:06:00,22473.35,22473.65,22445.0,22446.2,10102979.0
2026-06-01 04:07:00,22446.5,22449.4,22428.4,22446.1,10811025.0
2026-06-01 04:08:00,22445.55,22461.2,22444.4,22452.7,7513854.0
2026-06-01 04:09:00,22452.75,22480.5,22449.45,22479.7,4532889.0
2026-06-01 04:10:00,22480.25,22501.2,22480.25,22495.75,11192504.0
2026-06-01 04:11:00,22495.85,22509.2,22495.8,22504.3,8062272.0
2026-06-01 04:12:00,22504.4,22508.15,22487.45,22497.1,5173813.0
2026-06-01 04:13:00,22497.15,22510.45,22497.05,22505.9,3949113.0
2026-06-01 04:14:00,22505.2,22505.6,22476.2,22480.15,4948670.0
