timestamp,open,high,low,close,volume
2026-04-13 03:45:00,25645.35,25736.6,25594.8,25602.45,4544933.0
2026-04-13 03:46:00,25594.3,25604.1,25525.05,25586.5,2578894.0
2026-04-13 03:47:00,25587.85,25627.55,25573.1,25585.65,1928153.0
2026-04-13 03:48:00,25588.65,25593.4,25561.05,25575.95,1388889.0
2026-04-13 03:49:00,25575.2,25616.6,25575.2,25598.1,1007438.0
2026-04-13 03:50:00,25599.4,25606.4,25590.85,25603.8,1032288.0
2026-04-13 03:51:00,25603.6,25623.8,25599.1,25616.4,962588.0
2026-04-13 03:52:00,25617.4,25637.15,25613.55,25633.2,1002976.0
2026-04-13 03:53:00,25632.15,25649.2,25629.55,25641.1,971947.0
2026-04-13 03:54:00,25641.05,25646.6,25631.3,25644.9,962160.0
2026-04-13 03:55:00,25643.5,25655.85,25638.05,25652.45,650499.0
2026-04-13 03:56:00,25654.2,25657.95,25639.4,25655.05,984457.0
2026-04-13 03:57:00,25649.9,25666.95,25646.45,25657.2,629885.0
2026-04-13 03:58:00,25659.05,25660.7,25640.15,25651.95,854740.0
2026-04-13 03:59:00,25644.1,25665.45,25643.55,25655.85,498740.0
2026-04-13 04:00:00,25655.9,25655.9,25631.4,25632.25,884742.0
2026-04-13 04:01:00,25632.25,25642.25,25626.5,25635.9,578940.0
2026-04-13 04:02:00,25635.45,25652.2,25629.5,25643.95,672307.0
2026-04-13 04:03:00,25642.9,25654.0,25640.2,25648.25,526639.0
2026-04-13 04:04:00,25647.95,25649.55,25642.2,25645.35,546101.0
2026-04-13 04:05:00,25645.65,25645.65,25623.3,25624.75,491183.0
2026-04-13 04:06:00,25621.2,25624.05,25607.45,25609.8,470993.0
2026-04-13 04:07:00,25608.7,25629.1,25607.0,25624.55,616175.0
2026-04-13 04:08:00,25625.05,25630.4,25622.95,25625.45,362954.0
2026-04-13 04:09:00,25625.35,25634.35,25620.95,25627.3,408995.0
2026-04-13 04:10:00,25626.85,25635.2,25623.55,25633.05,295882.0
2026-04-13 04:11:00,25632.0,25657.25,25632.0,25655.55,441529.0
2026-04-13 04:12:00,25655.9,25685.35,25655.9,25669.2,1186672.0
2026-04-13 04:13:00,25668.7,25677.35,25660.6,25672.45,408769.0
2026-04-13 04:14:00,25674.1,25675.85,25668.45,25675.75,328031.0
2026-04-13 04:15:00,25675.25,25676.2,25652.2,25659.25,552768.0
2026-04-13 04:16:00,25659.25,25671.35,25657.65,25670.3,475216.0
2026-04-13 04:17:00,25671.2,25678.5,25669.8,25671.2,293907.0
2026-04-13 04:18:00,25670.9,25671.35,25657.7,25662.9,309985.0
2026-04-13 04:19:00,25662.65,25690.2,25658.45,25685.95,371750.0
2026-04-13 04:20:00,25686.5,25696.55,25684.05,25692.25,462087.0
2026-04-13 04:21:00,25692.95,25699.65,25682.85,25699.65,486115.0
2026-04-13 04:22:00,25699.95,25709.55,25699.25,25709.55,481826.0
2026-04-13 04:23:00,25708.1,25713.35,25704.2,25707.1,650980.0
2026-04-13 04:24:00,25708.3,25728.75,25705.8,25715.4,934680.0
2026-04-13 04:25:00,25715.95,25739.05,25712.25,25735.55,604645.0
2026-04-13 04:26:00,25736.95,25744.55,25733.9,25742.15,367971.0
2026-04-13 04:27:00,25741.55,25744.05,25728.5,25736.6,520372.0
2026-04-13 04:28:00,25735.0,25751.6,25734.7,25738.5,833292.0
2026-04-13 04:29:00,25740.75,25742.7,25731.6,25732.8,469463.0
2026-04-13 04:30:00,25734.35,25734.35,25712.1,25717.65,483449.0
2026-04-13 04:31:00,25716.9,25739.5,25713.85,25737.1,309887.0
2026-04-13 04:32:00,25735.8,25742.2,25731.0,25731.55,363482.0
2026-04-13 04:33:00,25733.55,25738.35,25721.4,25729.25,385854.0
2026-04-13 04:34:00,25729.1,25735.0,25712.7,25732.35,558767.0
2026-04-13 04:35:00,25734.8,25738.45,25729.9,25735.6,311523.0
2026-04-13 04:36:00,25736.8,25736.8,25722.75,25724.65,937130.0
2026-04-13 04:37:00,25725.5,25740.3,25719.2,25737.85,349318.0
2026-04-13 04:38:00,25738.85,25740.25,25718.45,25725.65,321205.0
2026-04-13 04:39:00,25725.45,25733.25,25723.45,25731.9,345457.0
2026-04-13 04:40:00,25732.35,25732.55,25725.05,25725.6,484519.0
2026-04-13 04:41:00,25726.3,25731.3,25719.5,25730.6,433323.0
2026-04-13 04:42:00,25730.75,25739.85,25730.15,25737.25,421963.0
2026-04-13 04:43:00,25739.3,25742.6,25723.7,25728.85,338429.0
2026-04-13 04:44:00,25727.5,25727.5,25712.45,25715.5,344551.0
2026-04-13 04:45:00,25716.5,25716.5,25694.5,25700.75,520238.0
2026-04-13 04:46:00,25698.25,25705.65,25685.8,25686.1,559577.0
2026-04-13 04:47:00,25687.75,25693.1,25681.5,25691.1,390009.0
2026-04-13 04:48:00,25690.45,25717.3,25689.4,25716.35,323487.0
2026-04-13 04:49:00,25717.15,25735.8,25716.75,25735.65,298615.0
2026-04-13 04:50:00,25735.9,25754.4,25730.2,25753.4,331088.0
2026-04-13 04:51:00,25755.0,25778.3,25752.9,25772.4,456688.0
2026-04-13 04:52:00,25773.65,25782.3,25772.0,25781.75,678551.0
2026-04-13 04:53:00,25781.7,25785.05,25773.25,25778.8,341954.0
2026-04-13 04:54:00,25777.8,25786.5,25770.75,25771.55,360221.0
2026-04-13 04:55:00,25771.8,25779.1,25767.95,25774.55,523686.0
2026-04-13 04:56:00,25775.55,25794.2,25771.7,25793.75,635192.0
2026-04-13 04:57:00,25795.05,25818.15,25793.45,25805.05,899199.0
2026-04-13 04:58:00,25807.15,25809.75,25800.6,25802.35,433575.0
2026-04-13 04:59:00,25802.55,25803.1,25791.25,25802.45,299595.0
2026-04-13 05:00:00,25802.35,25811.65,25802.2,25808.25,472709.0
2026-04-13 05:01:00,25809.1,25810.35,25795.55,25798.3,299756.0
2026-04-13 05:02:00,25799.0,25803.35,25797.55,25799.15,236457.0
2026-04-13 05:03:00,25799.3,25803.85,25775.85,25781.55,638207.0
2026-04-13 05:04:00,25780.75,25792.55,25780.25,25792.55,183945.0
2026-04-13 05:05:00,25792.8,25798.6,25780.9,25780.9,285749.0
2026-04-13 05:06:00,25784.3,25784.3,25772.3,25774.2,272387.0
2026-04-13 05:07:00,25774.15,25795.8,25767.8,25791.65,605716.0
2026-04-13 05:08:00,25794.55,25796.65,25778.55,25780.6,323062.0
2026-04-13 05:09:00,25783.6,25814.65,25781.1,25811.5,523478.0
2026-04-13 05:10:00,25811.8,25816.7,25808.7,25809.5,185660.0
2026-04-13 05:11:00,25809.75,25814.6,25750.85,25764.5,781644.0
2026-04-13 05:12:00,25764.45,25774.15,25762.5,25762.75,351457.0
2026-04-13 05:13:00,25765.05,25791.1,25762.3,25791.1,297170.0
2026-04-13 05:14:00,25791.0,25805.6,25783.4,25800.6,574412.0
2026-04-13 05:15:00,25799.05,25818.55,25795.9,25810.25,300135.0
2026-04-13 05:16:00,25810.85,25822.9,25810.45,25817.95,460623.0
2026-04-13 05:17:00,25815.75,25819.35,25801.0,25809.95,422567.0
